num,festival,section,pages,title,title_eng,director,country,year,running_time,grade,trailer_url,tag,program_note
29,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=82758&c_idx=414&sp_idx=&QueryStep=2,로스트 버스,The Lost Bus,폴 그린그래스(Paul GREENGRASS),United States,2025,130min,,https://www.youtube.com/embed/xAkvVPUS5NQ?autoplay=1,토론토영화제 스페셜프레젠테이션,"2018년 미국 캘리포니아에서 발생한 대형 산불을 배경으로, 어린이 22명을 구조하기 위해 스쿨버스의 운전기사와 교사가 사투를 벌인 실화를 바탕으로 한 작품이다. 산불이 마을로 번지기 시작하자, 케빈은 병약한 노모와 사춘기 아들을 돌보기 위해 서둘러 귀가하던 중, 인근 초등학교에서 학생들을 대피소로 이송할 버스 기사가 급히 필요하다는 호출을 받고 핸들을 돌린다. 하지만 집으로 돌아가는 길은 점점 더 위험하고 멀게만 느껴진다. <달라스 바이어스 클럽>(2013)으로 아카데미 남우주연상을 수상한 매튜 맥커너히가 소시민 영웅 케빈 역을 맡았으며, <본> 시리즈로 잘 알려진 폴 그린그래스 감독이 연출을 맡아, 불꽃이 넘실대고 연기가 자욱한 산속에서 곡예하듯 이어지는 탈출극을 숨 막히게 그려내며, 위험에 맞서는 ‘이름없는 용기’를 조명한다. (박가언)"
30,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=81722&c_idx=414&sp_idx=&QueryStep=2,마르셀의 멋진 인생,A Magnificent Life,실뱅 쇼메(Sylvain CHOMET),France / Belgium / Luxembourg,2025,91min,,,"칸영화제 스페셜스크리닝, 음악/춤, 애니메이션","작가 마르셀 파뇰이 자신의 회고록 집필을 두고 고민하던 차에 어린 시절의 그가 유령처럼 눈앞에 나타난다. <마르셀과 파뇰>이라는 원제처럼, 영화는 유년 시절과 노년기의 마르셀 파뇰을 이분화해 그의 전기를 입체적으로 묘사한다. 어린 시절의 마르셀 파뇰은 영화를 이끄는 안내자 역을 담당하며 그가 살아온 삶의 인상적인 순간을 채집한다. 고향 마르세유에서 보낸 마르셀 파뇰의 유년기부터 작가, 극작가, 영화감독 등 다양한 매체를 오가며 능력을 펼친 창작자로서의 전성기가 연대기 순으로 담겼다. 이르게 세상을 떠난 가족의 빈자리가 그의 작품세계에 어떤 영향을 미쳤는지에 관해 짚어낸 점 또한 주목할 만하다. <벨빌의 세 쌍둥이>(2003), <일루셔니스트>(2010)에서와 같이 실뱅 쇼메 감독은 애니메이션 속 인물의 유려하고 섬세한 몸짓과 표정 변화를 표현하는 데에 공을 들였다. 마르셀 파뇰에 대한 실뱅 쇼메 감독의 존중과 존경심이 극에 은은한 온기를 더한다. (조현나)"
31,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=82119&c_idx=414&sp_idx=&QueryStep=2,마스터마인드,The Mastermind,켈리 라이카트(Kelly REICHARDT),United States,2025,111min,,https://www.youtube.com/embed/DvEXS1qkWfM?autoplay=1,칸영화제 경쟁,"션 베이커와 함께 현재 미국 독립영화에서 가장 중요한 이름인 켈리 라이카트 감독의 최신작이다. <믹의 지름길>(2010)에서 서부극의 전복을 시도했던 그가 이번엔 하이스트 장르의 관습을 해체하여 재조립한다. 1970년대 매사추세츠의 교외, 베트남 전쟁과 페미니즘 운동의 한복판에서 평범한 중산층 가장 제임스는 미술관의 그림을 훔친다. 하지만 감독은 뉴 할리우드 시대의 ‘버벅거리는 남자 괴짜’ 캐릭터를 소환하여, 범죄 자체보다 어설픈 도둑의 도주, 가족과 일상의 붕괴 등 범죄 이후의 현실에 주목한다. 그리고 이를 통해 전형적 남성성에 대한 풍자와 해체를 시도하는 동시에 실패한 가부장의 정서적 풍경을 탐구한다. “무엇을 해내는가”보다 “왜 아무것도 하지 못했는가”를 묻는 미국의 슬픈 자화상이며, 라이카트의 영화 중 가장 설득력 있는 장르의 재해석이라고 할 수 있다. (조지훈)"
32,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=81407&c_idx=414&sp_idx=&QueryStep=2,마젤란,Magellan,라브 디아즈(Lav DIAZ),Portugal / Spain / France / Philippines / Taiwan,2025,164min,,https://www.youtube.com/embed/b_z_ZymM9VU?autoplay=1,"칸영화제 칸프리미어, 여행/로드무비, 모험, 범죄/폭력, 실화바탕, 정치, 인권/노동/사회, 역사/전쟁","<마젤란>은 세계 일주 항해에 나선 페르디난드 마젤란의 탐험의 시간을 가장 날것의 것에 가깝게 재연한 필리핀의 거장 라브 디아즈 감독의 역사극이다. 야망에 불타는 포르투갈 출신 항해사 마젤란은 스페인 국왕의 후원을 받아 항해에 나선다. 1521년, 그가 필리핀 세부에 도착했을 때 순진한 원주민들은 하얀 피부의 이방인을 신비롭게 여기며 환영한다. 하지만 곧 우월한 무기를 앞세운 정복자들에 의해 무참히 학살당한다. 라브 디아즈 감독은 전투의 박진감보다는 폭력이 남긴 여운에 주목하며, 타락한 인간성을 인물들의 건조한 대사를 통해 서서히 드러낸다. 그는 단순한 역사의 재현이 아니라 그의 열정적인 상상의 형식을 빌려 반복되어 온 폭력의 역사를 성찰하며, 과거의 과오를 되풀이하지 않으려 노력하라는 윤리적 시선을 드러낸다. (박성호)"
33,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=82723&c_idx=414&sp_idx=&QueryStep=2,미러 NO.3,Mirrors No. 3,크리스티안 페촐트(Christian PETZOLD),Germany,2025,86min,,https://www.youtube.com/embed/w8le-vqSGeM?autoplay=1,"칸영화제 감독주간, 가족/아동, 심리/미스터리/서스펜스/스릴러","교통사고를 당한 젊은 피아니스트 로라는 낯선 여성 베티에게 구조된 후 그녀의 시골집에 머물게 된다. 베티의 따뜻한 환대와는 달리, 그녀의 남편과 아들은 로라에게 냉담하다 못해 거의 적대적인 태도를 보인다. 미묘한 긴장감이 감도는 이 공간에서 로라는 자신이 어떤 비밀의 한가운데에 놓여 있음을 의심하게 된다. 제목이 암시하듯, 로라는 과연 그 누구의 그림자일까? 크리스티안 페촐트는 <미러 NO.3>에서 슬픔과 외로움을 잊기 위해 스스로 거짓된 삶을 꾸며내는 인물들의 이야기를 신비롭고 몽환적인 분위기 속에 담아낸다. 배우들에게 밀착한 간결하고 정밀한 연출은 영화를 긴장감 넘치는 스릴러처럼 흥미롭게 이끈다. 로라 역의 폴라 비어와 베티 역의 바르바라 아우어는 감동적인 연기 호흡을 선보이며 작품의 서늘한 정서를 고조시킨다. 클로드 샤브롤의 방식처럼, 크리스티안 페촐트는 평온해 보이는 독일의 시골 마을을 불안과 의심으로 가득 찬 공간으로 탈바꿈시키며 평범한 일상을 환상과 현실의 경계로 끌어올린다. (서승희)"
34,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=82772&c_idx=414&sp_idx=&QueryStep=2,부고니아,Bugonia,요르고스 란티모스(Yorgos LANTHIMOS),United Kingdom / United States / Korea,2025,120min,,https://www.youtube.com/embed/MyHpy4zKzrM?autoplay=1,베니스영화제 경쟁,"물류센터 직원 테디는 사촌 동생 돈과 함께 회사 대표 미셸을 납치할 계획을 세운다. 오직 둘만이 미셸이 지구에 잠입한 외계인이라는 사실을 알고 있기에, 외계 행성의 침공을 막기 위해서는 위험을 무릅쓰고 작전을 감행할 수밖에 없다. 그러나 납치된 미셸은 자신이 외계인이 아니라고 강변하고, 그녀의 실종을 수사하는 형사가 개입하면서 상황은 점점 통제불능의 국면으로 치닫는다. <부고니아>는 한국영화 <지구를 지켜라!>(2003)를 리메이크한 작품으로, CJ ENM이 기획과 제작에 참여했다. 원작의 독창적인 상상력과 다크 코미디적 요소를 유지하면서, 요르고스 란티모스 특유의 미학과 부조리한 세계관을 한층 강화했다. 특히 감독의 페르소나인 엠마 스톤이 연기한 미셸은, 성별이 바뀐 캐릭터 성정을 통해 시대성을 반영하며 더욱 강렬한 존재감을 드러낸다. 「그 많던 꽃들은 어디로 갔을까」가 흐르는 엔딩은, 원작을 기억하는 관객에게도 신선한 충격과 씁쓸한 여운을 안겨줄 것이다. (박가언) * 9.21 상영 종료 후 장준환 감독과 이제훈 배우가 참여하는 스페셜 토크가 예정 되어 있습니다."
35,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=82845&c_idx=414&sp_idx=&QueryStep=2,빅 볼드 뷰티풀,A Big Bold Beautiful Journey,코고나다(Kogonada),United States,2025,110min,,https://www.youtube.com/embed/EASb_MBLjx8?autoplay=1,드라마,"지인의 결혼식에서 우연히 만난 사라와 데이비드는, 운명의 장난처럼 내비게이션이 이끄는 환상의 여행을 함께 떠난다. 사랑을 피해 매번 도망치기만 하는 여자와 아직 진실된 사랑을 만나지 못했다는 남자. 길 위에서 발견한 문이 하나씩 열릴 때마다 과거를 반추하고, 현재를 마주하며, 새로운 미래를 예고한다. <콜럼버스>(2017)와 <애프터 양>(2021)에 이어, 코고나다는 <빅 볼드 뷰티풀>에서 다시 한번 시간과 기억, 사랑과 상실을 탐색한다. 무심코 스쳐 지나갔던 과거의 편린들이 감각적인 화면을 통해 사려 깊은 감수성으로 이어지고, 결국 인생을 대하는 태도를 묻는 철학적인 질문에 다다른다. 콜린 파렐과 마고 로비의 인상적인 연기뿐만 아니라, 음악감독 히사이시 조의 섬세한 선율이 감동의 깊이를 더한다. (박가언)"
36,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=80659&c_idx=414&sp_idx=&QueryStep=2,사랑을 꿈꿀 때,Dreams (Sex Love),다그 요한 하우거루드(Dag JOHAN HAUGERUD),Norway,2024,111min,,https://www.youtube.com/embed/qVTzlVF85kw?autoplay=1,"베를린영화제 황금곰상, 사랑/연애/로맨스","노르웨이 오슬로에 사는 17살 요한네는 프랑스어 선생님 요한나를 사랑하게 된다. 직물 아티스트이기도 한 선생님의 집에서 뜨개질을 배우기 시작하면서 요한네의 낭만적 상상과 성적 호기심도 부풀어 오른다. 첫사랑의 열병에 휩싸인 요한네는 이 모든 벅찬 감정과 경험을 기록하기 시작한다. 이 글은 곧 요한네의 엄마와 시인인 할머니에게 도달한다. 선생과 학생, 성인과 미성년의 관계에 대한 걱정도 잠시, 엄마와 할머니는 이 글의 문학적 잠재력과 출판 가능성에 눈을 돌린다. 보편적인 첫사랑의 감정이 특별한 퀴어 성장 스토리로 변모하는 과정에는 영화 곳곳에 녹아 있는 지적이고 느긋한 유머, 산뜻한 드라마투르기, 상징적 이미지들이 큰 몫을 한다. 다그 요한 하우거루드 감독의 ‘섹스, 러브, 드림’ 삼부작 중 세 번째 작품이며, 75회 베를린영화제에서 황금곰상을 수상했다. (이주현)"
37,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=82121&c_idx=414&sp_idx=&QueryStep=2,사랑이 지나간 자리,The Love That Remains,흘리뉘르 파울마손(Hlynur PÁLMASON),Iceland / Denmark / Sweden / France,2025,109min,,https://www.youtube.com/embed/KsjoLjKOFlE?autoplay=1,"칸영화제 칸프리미어 팜도그상, 가족/아동, 사랑/연애/로맨스","관계가 끝나도 흔적은 도처에 남는다. <사랑이 지나간 자리>는 과거가 되어버린 흔적들이 끊임없이 현실을 덮쳐오는 순간들을 콜라주처럼 담아낸 초현실적인 드라마다. 청어잡이 어부 매그너스는 사랑했던 아내 안나와 헤어진 후 떨어져 살면서 세 자녀를 공동육아 중이지만 아직 아내에 대한 그리움으로 힘겨운 나날을 보낸다. 한편 예술가로서의 도약을 꿈꾸는 안나는 그렇게 주변을 부유하는 매그너스가 의지 되면서도 버겁다. 아이슬란드 시골의 아름다운 풍광을 배경으로 그려지는 삶은 얼핏 조용해 보지만 보이지 않는 균열로 가득하다. 흘리뉘르 파울마손 감독은 네 번째 장편영화에서 전작 <갓랜드>(2022)와 마찬가지로 자연 속에 다양한 은유를 녹여냈다. 단편적으로 느슨하게 연결되는 기억의 흔적들이 이별과 친밀함, 현실과 환상과의 경계를 넘나들며 혼란을 더하는 가운데 끝내 따뜻함을 놓치지 않는다. (송경원)"
38,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=82831&c_idx=414&sp_idx=&QueryStep=2,사일런트 프렌드,Silent Friend,일디코 에네디(Ildikó ENYEDI),Germany / Hungary / France,2025,147min,,,베니스영화제 경쟁,"<사일런트 프렌드>는 고요하고 농밀한 에네디의 세계에 딱 들어맞는 작품이다. <나의 20세기>(1989)에서 속삭이는 별을 삽입했던 그는 수령이 200년에 다다른 은행나무를 등장시킨다. 독일 대학가의 식물원 안에서 1908년엔 대학 최초의 여학생이, 1972년엔 수줍은 남학생이, 2020년엔 홍콩의 신경과학자가 한동안 머문다. 찬찬한 관찰자인 그들은 시대의 흐름과 무관한 조용한 존재들이다. 그런 특성이 그들과 은행나무, 제라늄이 소통하게 하는데, 식물은 그들을 바라보고 말을 건넬 뿐만 아니라 주체적으로 대응한다. 극 중 시대를 오가는 전개 방식은 은행나무가 감각하고 기억했던 것을 풀어놓은 것과 다름없다. 시대별로 다른 톤을 사용했으나, 나무의 의식을 빌려 그들은 하나로 묶이게 된다. 달빛처럼 고요하나 엄숙하지 않고, 평화로우나 지루하지 않은 체험이 삶을 깨운다. (이용철)"
39,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=82739&c_idx=414&sp_idx=&QueryStep=2,센티멘탈 밸류,Sentimental Value,요아킴 트리에(Joachim TRIER),Norway / France / Italy / Denmark / United Kingdom,2025,133min,,https://www.youtube.com/embed/6APUmpTO7z4?autoplay=1,"칸영화제 심사위원대상, 가족/아동, 영화에 관한 영화, 예술/예술가","가족을 버리고 떠난 영화감독 구스타프는 재회한 딸에게 영화 출연을 제안한다. 하지만 노라는 아버지에 대한 불신과 원망으로 단칼에 거절한다. 전성기가 지난 영화감독 아버지와 연극배우로 성장한 딸의 대립. 즉 노쇠한 아버지의 회한과 핏줄을 거부할 수 없는 딸의 애증은 가족 드라마의 오래된 테마 중에 하나다. 마찰과 균열의 드라마가 잉마르 베리만의 영화 스타일로 펼쳐지지만 다행히 아우구스트 스트린드베리 연극처럼 파멸로 치닫지 않는다. 가족의 불협화음이 일으킨 긴장과 해소의 과정에서 시종일관 캐릭터 내면을 파고드는 요아킴 트리에 감독의 원숙함을 확인할 수 있다. <사랑할 땐 누구나 최악이 된다>(2021)에서 사랑을 찾아 질주하던 트리에의 뮤즈, 레나테 레인스베는 연극 무대에서 불안을 극복하는 숨결로 충만하다. 또 하나의 주인공은 가족의 희로애락을 생생히 간직한 집이다. 이 안식처는 로버트 저메키스 감독이 <히어>(2024)에서 보여준 주택의 거실만큼 빛나는 순간을 빚어낸다. (전종혁)"
40,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=81657&c_idx=414&sp_idx=&QueryStep=2,시라트,Sirât,올리베르 라시(Oliver LAXE),France / Spain,2025,115min,,https://www.youtube.com/embed/pmCIXfw2Xd8?autoplay=1,"칸영화제 경쟁 심사위원상, 사운드트랙상, 여행/로드무비, 모험, 심리/미스터리/서스펜스/스릴러, 음식/술, 음악/춤, 재난/천재지변","아랍어로 ‘시라트(Sirat)’는 최후의 심판 날, 모든 사람이 건너야 하는 지옥 위의 다리를 뜻한다. 올리베르 라시의 로드무비 <시라트>는 ‘영화적 트립(trip)’이다. 험준한 산맥과 끝없이 펼쳐진 사막의 풍경 속에서, 모로코가 마치 미지의 행성처럼 묘사되는 환각적인 여행이다. <시라트>는 강렬한 음악적 체험이기도 하다. 영화는 거대한 ‘레이브 파티’를 조직하는 공동체에 주목한다. 수백 명의 사람들이 쾅쾅 울려 퍼지는 테크노 음악 속에서 춤을 추며 밤을 밝힌다. <시라트>는 또한 실종된 딸을 찾아 나선 한 아버지의 존재론적 여정이다. 그는 이 종말과도 같은 풍경을 가로지르며 내면의 심연을 마주한다. 먼지를 날리며 질주하는 트럭들과 네오펑크 레이버들은 조지 밀러의 <매드 맥스: 분노의 도로>(2015)를 떠올리게 한다. 또한 <시라트>는 정글을 횡단하며 폭약을 운반하는 인물들이 등장하는 윌리엄 프리드킨의 <소서러>(1977)처럼 형이상학적 모험 영화의 면모를 지닌다. 2025년 칸에서 단숨에 가장 충격적인 작품으로 떠오른 <시라트>는 시각과 청각을 압도하는 잊을 수 없는 오디세이이자, 삶과 죽음 사이의 경계를 건너는 현대적 순례이다. (서승희)"
41,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=81780&c_idx=414&sp_idx=&QueryStep=2,시크릿 에이전트,The Secret Agent,클레버 멘도사 필루(Kleber MENDONÇA FILHO),Brazil / France / Germany / Netherlands,2025,160min,,https://www.youtube.com/embed/f2uDtasLR08?autoplay=1,"칸영화제 감독상, 남우주연상","동시대 가장 중요한 남미 영화감독으로 꼽을 수 있는 브라질의 클레버 멘도사 필루의 신작이다. 1977년 브라질의 군사 독재 시절, 고향 헤시피로 돌아온 마르셀로는 실종된 어머니의 기록을 찾고 아들과 재회하려 하지만 도시는 감시와 망각의 거미줄처럼 얽혀 있다. 감독의 고향이자 모든 전작들의 배경이기도 한 헤시피의 곳곳에서 벌어지는 사건들은 공간적, 정서적인 면에서 <유령들의 초상>(2023)과 연결되고, 개인의 진실과 정치적 망각의 충돌은 <아쿠아리우스>(2016)에서 보여준 기억과 자본의 충돌을 연상시킨다. 브라질의 아픈 현대사를 소재로 하여, 정치와 개인의 서사, 기억과 감시, 공간과 정체성을 다양한 장르 안에서 정교하면서도 감동적으로 엮어낸 작품으로, <바쿠라우>(2019)의 확장판이자 필루 감독이 쌓아온 세계의 정점이라고 할 수 있다. 77회 칸영화제 감독상과 남우주연상을 포함한 4개 상을 수상했다. (조지훈)"
42,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=81658&c_idx=414&sp_idx=&QueryStep=2,알파,Alpha,쥘리아 뒤쿠르노(Julia DUCOURNAU),France / Belgium,2025,127min,,https://www.youtube.com/embed/iNEeO22vFzE?autoplay=1,칸영화제 경쟁,"쥘리아 뒤쿠르노 감독의 인물들은 신체적으로 극단적인 변화를 겪는다. <로우>(2016)에서는 식인, <티탄>(2021)에서는 금속과의 융합, 그리고 <알파>에서는 혈액으로 전염되는 질병으로 인해 사람들이 점점 굳어 석상처럼 변한다. 병상에 누워 비틀린 채 굳어가는 이 형상들은 끔찍하면서도 묘한 아름다움을 자아낸다. <알파>에서 특히 가슴을 뭉클하게 만드는 것은 자신이 감염되었다고 믿는 십 대 소녀 알파와 병에 걸린 중독자 외삼촌 아민 사이에 싹트는 특별한 관계다. 타하르 라힘은 아민 역을 위해 <예언자>(2009), <무슈 아즈나부르>(2024)와는 또 다른 모습으로 알아보기 힘들 만큼 체중을 감량하고 강렬한 연기를 펼친다. 그는 죽음을 향해가는 주변인을 섬세하게 그려내며 비록 중독에 시달리지만 본질적으로 선한 아민을 미워할 수 없게 만든다. 이미지와 주제는 매우 강렬하고 냉혹하지만 <알파>는 무엇보다 혼돈 속의 세상에서도 인간성을 지켜야 한다는 메시지를 담고 있는 감동적인 멜로드라마다. (서승희)"
43,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=81840&c_idx=414&sp_idx=&QueryStep=2,엄마의 시간,The Young Mother′s Home,"장 피에르 다르덴, 뤽 다르덴(Jean-Pierre DARDENNE, Luc DARDENNE)",Belgium / France,2025,105min,,https://www.youtube.com/embed/r9zLtnBRL5M?autoplay=1,칸영화제 각본상,"희망을 향한 걸음을 멈춘 적 없는 다르덴 형제의 신작 <엄마의 시간>은 다섯 명의 청소년 미혼모가 보호센터에서 함께 살아가며 겪은 이야기를 담는다. 아리안은 만삭의 몸으로 자기를 버린 엄마를 찾아다니고, 펄라는 아기가 남자친구를 잡아둘 수 있는 연결고리가 될 거라 믿는다. 제시카는 긴 고민 끝에 아기를 입양시키려 하지만 자신을 방치했던 엄마가 나타나 이를 반대하며 혼란에 빠진다. 미혼모 보호센터에 모인 어린 엄마들의 사연은 어느 것 하나 쉬운 것이 없지만 카메라는 그들을 함부로 연민하지 않는다. 오히려 아직 보호받아야 할 어린 엄마들은 불행의 상속을 끊어내고 삶을 바꾸기 위해 각자의 방식으로 투쟁하는 데 초점을 맞춘다. 사회적 희생자이지만 희생자로 남길 거부하는 이들의 행동은 다르덴 형제가 선택과 책임 속에 세상을 마주하는 방식의 총합이라 부를만 하다. 제78회 칸영화제 각본상 수상작. (송경원)"
44,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=82863&c_idx=414&sp_idx=&QueryStep=2,엔조,Enzo,로뱅 캉피요(Robin CAMPILLO),France / Belgium / Italy,2025,102min,,https://www.youtube.com/embed/gD0cBmIoN-0?autoplay=1,칸영화제 감독주간 개막작,"2024년 타계한 로랑 캉테 감독의 유작이다. 그와 오랜 기간 협력해 온 로뱅 캉피요 감독이 연출을 맡아 완성한 이 아름다운 공동 작업물에는 두 감독의 영화적 감성이 절묘하게 결합되어 있다. 수영장이 딸린 아름다운 빌라에 살고 있는 중산층 가정의 십 대 소년 엔조는 벽돌공이 되고 싶어 한다. 그는 건설 현장에서 만난 우크라이나 출신 블라드에게 강하게 끌린다. 전쟁 중인 고국으로 돌아갈지 프랑스에 남을지 고민하는 블라드는, 제 부모를 따분한 지식노동자로 여기는 엔조에게 더 큰 가치를 상기시키는 어른이자 남자로 다가온다. 함께 우크라이나로 가서 싸우겠다고 ‘고백’하는 미성숙한 소년의 열망과 이유 없는 반항심, 쉽게 눈이 멀고 쉽게 눈을 뜨는 십 대의 한순간들이 인상적으로 담겼다. 엔딩에서 누군가는 <콜 미 바이 유어 네임>(2017)을 떠올릴 수도 있겠다. 78회 칸영화제 감독주간 개막작. (이주현)"
45,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=82842&c_idx=414&sp_idx=&QueryStep=2,엘레오노라 두세,Duse,피에트로 마르첼로(Pietro MARCELLO),Italy / France,2025,126min,,https://www.youtube.com/embed/o8vr8RgnZjo?autoplay=1,"베니스영화제 경쟁, 가족/아동, 실화바탕, 예술/예술가","다시 1920년대로 돌아간 마르첼로의 신작은 마에스트로라 불린 전설적인 연극배우의 이야기다. 전후 파산에 이른 엘레오노라 두세는 쓰러져 죽음의 문턱에 선다. 하지만 기적처럼 살아나 새로운 연기에 도전한다. 영화는 말년의 인물을 묘사하면서도 쇠락의 미와 거리를 두며, 그런 점에서 마르첼로의 고전성은 비스콘티나 미조구치의 그것과 다르다. 무솔리니의 다짐을 믿는 두세에서 보듯, 마르첼로의 인물은 때때로 어리석다. 그러한 인간을 고양시키는 것은 예술의 열정이다. 그리고 미래에 대한 동경, 그리고 죽음을 무릅쓰는 의지의 힘이 그들이 그 길을 걷게끔 돕는다. 앞선 작품의 인물이 문학과 음악을 꿈꿨다면, 두세는 영화에 밀려 죽은 예술이 되어버린 연극을 열망한다. 브루니 테데시는 부들부들 떨리는 마지막 대사에 이르기까지 절정의 연기를 펼치며 실존 인물에게 헌사를 보낸다. (이용철)"
46,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=82832&c_idx=414&sp_idx=&QueryStep=2,제이 켈리,Jay Kelly,노아 바움백(Noah BAUMBACH),United States,2025,132min,,,베니스영화제 경쟁,"수십 년간 할리우드 최고의 스타로 군림한 제이 켈리. 연기자로 살아온 그의 삶은 오롯이 스크린 위에 남았지만, 정작 ‘나다움’을 잃어버리고 말았다. 자신의 데뷔작을 연출했던 감독의 장례식에서 옛 동창과의 우연한 만남을 계기로, 제이 켈리는 프랑스 파리와 이탈리아 투스카니로 이어지는 뜻밖의 여정을 시작한다. 노아 바움벡의 최신작 <제이 켈리>는 중년의 위기를 맞은 한 남자가 오랫동안 외면해 온 과거의 그림자와 마주하며 가족, 일, 사랑, 우정의 의미를 되새기는 경쾌하면서도 따뜻한 로드 무비다. 타이틀롤을 맡은 조지 클루니를 필두로, 애덤 샌들러, 로라 던, 그레타 거윅, 알바 로르바케르, 라일리 키오 등 초호화 캐스팅이 빛을 더한다. (박가언)"
47,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=82737&c_idx=414&sp_idx=&QueryStep=2,집으로,Back Home,차이밍량(TSAI Ming-Liang),Taiwan,2025,66min,,,"베니스영화제 비경쟁, 여행/로드무비","버스 안에 한 청년이 잠들어 있다. 그는 떠나는 것일까, 도착하는 것일까? 무엇이든 간에, 고향은 청년에게 언제든 자신의 자리 한 켠을 기꺼이 내어줄 것이다. 차이밍량은 <데이즈>(2020) 등에서 영화 작업을 함께 해왔던 배우 중 하나인 호웅흐앙시와 그의 고향인 라오스로 향한다. 그리고 직접 카메라를 들고 라오스의 풍경을 담는다. 놀이공원에서 시작해, 무너져 가는 건물, 종교 유적지, 시장, 그리고 어느 가정의 일상과 라오스 곳곳의 풍경과 소음까지 차곡차곡 이미지를 쌓아가는 차이밍량의 시선은 자신이 이방인임을 굳이 감추려 하지 않는다. 그것은 <집으로>가 오랜 시간 자신과 함께 해준 이에게 건네는 선물 같은 영화이기 때문인지도 모르겠다. <집으로>는 다큐멘터리이지만, 첫 장면과 엔딩 장면에는 넌지시 픽션의 흔적을 남겨놓았다. 어느 침실의 정갈한 침대 위에 놓인 하얀 수건을 비추는 영화의 엔딩. 픽션과 다큐멘터리를 포갠 듯한 이 장면은 더할 나위 없는 고향의 속삭임을 전한다. Back Home. (안시환) * 원어 대사가 일부 포함되어 있으나 감독의 요청에 따라 한/영문 자막이 제공되지 않습니다."
48,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=82776&c_idx=414&sp_idx=&QueryStep=2,크렘린의 마법사,The Wizard of the Kremlin,올리비에 아사야스(Olivier ASSAYAS),France,2025,154min,,,"베니스영화제 경쟁, 심리/미스터리/서스펜스/스릴러, 역사/전쟁","올리비에 아사야스 감독이 줄리아노 다 엠폴리의 베스트셀러를 바탕으로 완성한 <크렘린의 마법사>는 한 정치 고문의 시선을 통해 블라디미르 푸틴의 권력 장악 과정을 추적하는 정치 스릴러다. 이 작품은 단순한 전기 영화나 역사 재현을 넘어 현대 러시아 권력의 실체와 그 기원을 깊이 파고든다. 영화는 고르바초프와 옐친의 시대, 페레스트로이카의 자유와 혼란이 공존하던 시기를 배경으로 시작된다. 새 시대를 꿈꾸며 돈과 성공에 취한 ‘신흥 러시아인’ 중 하나인 바딤 바라노프는 푸틴을 권좌로 끌어올리는 데 결정적인 역할을 한다. 하지만 이 선택은 곧 자신을 파괴하게 될 힘을 스스로 초래한 결과가 된다. 폴 다노와 주드 로의 팽팽한 연기 호흡은 영화 전반에 긴장감을 불어넣는다. <크렘린의 마법사>는 본질적으로 권력, 진실, 그리고 선택의 대가에 대한 깊은 성찰을 담은 작품이다. 특히 오늘날 옛 소련 제국을 둘러싼 전쟁과 갈등의 뿌리를 이해하는 데에 중요한 통찰을 제공한다. (서승희)"
49,Busan,아이콘,https://www.biff.kr/kor/html/program/prog_view.asp?idx=82810&c_idx=414&sp_idx=&QueryStep=2,파더 마더 시스터 브라더,Father Mother Sister Brother,짐 자무쉬(Jim JARMUSCH),United States / Ireland / France,2025,110min,,,베니스영화제 경쟁,"<파더 마더 시스터 브라더> 는 3부작 형식으로 정교하게 구성된 장편영화이다. 세 편의 이야기는 모두 성인이 된 자녀들과 다소 거리를 둔 부모(또는 부모들), 그리고 그들 간의 관계를 다룬다. 각 챕터는 현재를 배경으로 서로 다른 나라에서 펼쳐지는데, ‘파더’는 미국 북동부, ‘마더’는 아일랜드 더블린, 그리고 ‘시스터 브라더’는 프랑스 파리를 배경으로 한다. 이 영화는 조용하고 관조적이며, 어떠한 판단도 쉽게 내리지 않는 인물 탐구극으로, 멜랑콜리한 감성이 엮여 있는 코미디이다."
